dataset,method,tau,layers,selection,best_epoch,label,recall@3,ndcg@3,arhr@3,recall@5,ndcg@5,arhr@5,recall@10,ndcg@10,arhr@10,recall@20,ndcg@20,arhr@20,recall@50,ndcg@50,arhr@50
beidian,lightccn_multi,,1,val-best-recall@20,60,derived_ef__softmax__global__L1__ho_user,0.034972677595628415,0.026609792052108085,0.02372495446265938,0.048633879781420766,0.03214611421859523,0.02674408014571949,0.0814207650273224,0.04270553006601792,0.031074898083094805,0.12650273224043715,0.054050542455989004,0.03416290945426737,0.21830601092896174,0.07223565336462272,0.03707081364501855
beidian,lightccn_multi,,1,val-best-recall@20,60,derived_e__softmax__global__L1__ho_user,0.03442622950819672,0.026099117121389907,0.02322404371584699,0.048087431693989074,0.031623465585462064,0.02622950819672131,0.08005464480874316,0.0418667178877058,0.03040029490849163,0.12595628415300547,0.053387358027804935,0.03352032945794048,0.2155737704918033,0.07114491433887142,0.03636051493127535
beidian,lightccn_multi,,1,val-best-recall@20,60,stateful_e__softmax__global__L1__none,0.03469945355191257,0.026466699425254033,0.023633879781420765,0.04836065573770492,0.03196710048449622,0.0266120218579235,0.076775956284153,0.041083282178489826,0.03033122994188568,0.12021857923497267,0.05203903342740403,0.0333246247064257,0.21256830601092896,0.07039677299538742,0.03628368525173537
beidian,lightccn_multi,,1,val-best-recall@20,70,stateful_e__softmax__global__L1__ho_user,0.03442622950819672,0.02588447818110883,0.022950819672131147,0.04918032786885246,0.03187951140810273,0.02622950819672131,0.08333333333333333,0.042826070167721636,0.030691191777257352,0.12896174863387977,0.05425932615571141,0.033776426662123,0.21967213114754097,0.07213987073428296,0.036595424266568935
beidian,lightccn_multi,,1,val-best-recall@20,120,derived_ef__softplus__global__L1__ho_user,0.04617486338797814,0.034891020887002785,0.031010928961748632,0.060655737704918035,0.04085219884017115,0.03431693989071038,0.08688524590163935,0.049226634232327496,0.03770936334460925,0.13005464480874318,0.059956434016584965,0.04055510445622358,0.21693989071038253,0.07705509021243724,0.043242370757175574
beidian,lightccn_multi,,1,val-best-recall@20,60,stateful_ef__softmax__global__L1__none,0.03442622950819672,0.026265021694965217,0.023451730418943533,0.04836065573770492,0.03188309394493784,0.026498178506375224,0.07650273224043716,0.04093077847868446,0.030199930609766674,0.12049180327868853,0.052023335385007856,0.03323077086288907,0.21256830601092896,0.07032892152755234,0.03618254290633062
beidian,lightccn_multi,,2,val-best-recall@20,170,derived_e__softmax__global__L2__none,0.03989071038251366,0.03000228065183492,0.026593806921675768,0.05683060109289618,0.03684289378535241,0.030309653916211293,0.0907103825136612,0.047813509841377784,0.034843438286061235,0.13688524590163934,0.05939013245109067,0.03796799469241483,0.23005464480874316,0.07784770156983604,0.040917224480782256
beidian,lightccn_multi,,2,val-best-recall@20,130,derived_ef__softplus__global__L2__none,0.04590163934426229,0.034933274648712424,0.03114754098360656,0.06311475409836066,0.04199932229469523,0.035054644808743166,0.09508196721311475,0.05219938977034624,0.039182279469164714,0.1412568306010929,0.06382604564906093,0.04234865048763948,0.226775956284153,0.08077147037070721,0.04505961354425604
beidian,lightccn_multi,,2,val-best-recall@20,170,stateful_e__softmax__global__L2__ho_user,0.0407103825136612,0.03052591679254536,0.027003642987249544,0.06092896174863388,0.03877858421482806,0.0315391621129326,0.09262295081967213,0.04896335255846522,0.03570582877959927,0.13907103825136613,0.06058218773268698,0.038830304785330665,0.23114754098360657,0.0788559827373618,0.041764143587338175
beidian,lightccn_multi,,2,val-best-recall@20,100,derived_ef__softplus__global__L2__ho_user,0.04562841530054645,0.03425669514441893,0.030327868852459017,0.06229508196721312,0.04103950559928093,0.03404371584699453,0.09289617486338798,0.05087829840708387,0.03806899991326221,0.14344262295081966,0.06358028603913088,0.04151416000176341,0.23415300546448087,0.08158300127234878,0.04440800772191362
beidian,lightccn_multi,,2,val-best-recall@20,80,derived_ef__softmax__global__L2__ho_user,0.03633879781420765,0.02704892066939924,0.023861566484517302,0.051639344262295085,0.03332719108751396,0.02733151183970856,0.0860655737704918,0.04437231556916412,0.03183764853846821,0.1308743169398907,0.055649917041427285,0.034905422532084715,0.22896174863387977,0.07504568667502817,0.03798594098363687
beidian,lightccn_multi,,2,val-best-recall@20,140,stateful_e__softmax__global__L2__none,0.038524590163934426,0.02897445018540243,0.025683060109289616,0.05491803278688524,0.03568748425919393,0.029385245901639344,0.09016393442622951,0.04697215225521796,0.03397660248070084,0.13743169398907104,0.05881949444470331,0.037174229871027316,0.2319672131147541,0.07747633427577014,0.040124516012434226
beidian,lightccn_multi,,2,val-best-recall@20,190,stateful_ef__softmax__global__L2__ho_user,0.04590163934426229,0.0328353599541378,0.028369763205828777,0.06530054644808743,0.040735013804229205,0.03270036429872496,0.09207650273224044,0.04927418450614261,0.03615458842917859,0.13907103825136613,0.061082718092279706,0.03935674396616258,0.23524590163934425,0.08011196778915058,0.04239089215861142
beidian,lightccn_multi,,2,val-best-recall@20,180,stateful_ef__softmax__global__L2__none,0.03961748633879782,0.029729056608119073,0.026320582877959926,0.05792349726775956,0.03721789420736366,0.030446265938069216,0.09016393442622951,0.04760445225155014,0.03470845259779686,0.13743169398907104,0.059484074514431905,0.037929795087239385,0.22868852459016392,0.07754055901474086,0.040806678531414925
beidian,lightccn_multi,,2,val-best-recall@20,180,derived_e__softmax__global__L2__ho_user,0.04180327868852459,0.031439947183841174,0.027868852459016394,0.06120218579234973,0.039399469546007516,0.03226775956284153,0.09234972677595628,0.049328459880154,0.03627992453812126,0.14043715846994537,0.06139629724383611,0.03954564910057094,0.23442622950819672,0.0799239973127102,0.042469085375033404
beidian,lightccn_multi,,2,val-best-recall@20,140,derived_ef__softmax__global__L2__none,0.03879781420765027,0.02897445018540243,0.025591985428051,0.0546448087431694,0.03545214187773305,0.029157559198542803,0.0907103825136612,0.046975833967445466,0.03383261774655217,0.1377049180327869,0.05871867770717611,0.036983453059241014,0.2314207650273224,0.07722128581660617,0.03991152349038005
beidian,lightccn_multi,,3,test-frame,320,twr__beidian__ho_both__L3__tst,0.04726775956284153,0.03636446057572255,0.032604735883424406,0.06502732240437159,0.04362992949592127,0.036607468123861564,0.09617486338797815,0.05355015866487991,0.04061421198716281,0.14672131147540984,0.06627231296188685,0.04407209362235247,0.230327868852459,0.08271445614209925,0.04664923127972022
beidian,lightccn_multi,,3,test-frame,290,twr__beidian__ho_item__L3__tst,0.04262295081967213,0.03153430544398946,0.02773224043715847,0.06174863387978142,0.03938813031784035,0.032076502732240435,0.09398907103825137,0.04972813695474654,0.03629282678463006,0.14398907103825137,0.06238760459262201,0.03977781639397256,0.23469945355191257,0.08028317028244909,0.04260973188375587
beidian,lightccn_multi,,3,val-best-recall@20,220,twr__beidian__ho_both__L3__val,0.04562841530054645,0.03427302648614406,0.030373406193078323,0.06284153005464481,0.04131512672729689,0.03425318761384335,0.09508196721311475,0.0515994238576058,0.03841410790181282,0.14808743169398908,0.06500142997647688,0.04209263476151767,0.2442622950819672,0.08392434273451743,0.04506428299472498
beidian,lightccn_multi,,3,val-best-recall@20,180,twr__beidian__ho_item__L3__val,0.03989071038251366,0.030067346360265815,0.026684881602914386,0.05491803278688524,0.03620399818282013,0.030059198542805098,0.09016393442622951,0.047588621424229205,0.03475106253794778,0.14344262295081966,0.0609687078052507,0.0383801953963541,0.23688524590163934,0.07935640972305978,0.04126669398452682
beidian,lightccn_multi,,3,val-best-recall@20,110,derived_ef__softplus__global__L3__none,0.04590163934426229,0.03452343858313865,0.030601092896174863,0.06038251366120219,0.04044869542906206,0.03386612021857923,0.09453551912568306,0.05142627891142198,0.038355993581403416,0.1483606557377049,0.06493859896118895,0.04201670027692714,0.2355191256830601,0.08217167151066601,0.044753399712710584
beidian,lightccn_multi,,3,val-best-recall@20,190,stateful_ef__softmax__global__L3__none,0.03961748633879782,0.02928992799082792,0.02572859744990892,0.05573770491803279,0.03586134346905901,0.02933515482695811,0.09016393442622951,0.04699183099701895,0.03392748720617573,0.13934426229508196,0.05945843083168292,0.03736620572400656,0.23524590163934425,0.07845804892469636,0.04040297260486689
beidian,lightccn_multi,,3,val-best-recall@20,100,derived_ef__softplus__global__L3__ho_user,0.04426229508196721,0.033983471100703086,0.03041894353369763,0.06038251366120219,0.04056686028134916,0.034039162112932606,0.09781420765027322,0.052574648295572186,0.03893865469685142,0.14918032786885246,0.06539725252557664,0.042370782287324174,0.23797814207650272,0.08298868410370423,0.045181709814777475
beidian,lightccn_multi,,3,val-best-recall@20,250,stateful_e__softmax__global__L3__ho_user,0.0453551912568306,0.03350208872170229,0.029417122040072862,0.06311475409836066,0.040695715427411086,0.033337887067395267,0.09344262295081968,0.05032498554661663,0.03720682626420331,0.14562841530054646,0.06349807745955854,0.04081068049588072,0.23497267759562843,0.0811768011576133,0.043625771265754586
beidian,lightccn_multi,,3,val-best-recall@20,240,derived_e__softmax__global__L3__none,0.04344262295081967,0.032223846158275206,0.028369763205828784,0.059562841530054644,0.03874736682684635,0.031921675774134795,0.09207650273224044,0.04924588477012205,0.03624306097666754,0.142896174863388,0.062138918391518236,0.039802801707429177,0.23469945355191257,0.08031280853116435,0.04270137660504025
beidian,lightccn_multi,,3,val-best-recall@20,220,derived_e__softmax__global__L3__ho_user,0.04316939890710383,0.031280523215262,0.027185792349726772,0.06120218579234973,0.0386157685165312,0.03120218579234973,0.09562841530054644,0.04972223500955717,0.035773592679330384,0.14344262295081966,0.06179620181772901,0.03908012529979997,0.23797814207650272,0.08048267531654138,0.04204986413032013
beidian,lightccn_multi,,3,val-best-recall@20,150,derived_ef__softmax__global__L3__ho_user,0.03879781420765027,0.028678414194965324,0.02518214936247723,0.05683060109289618,0.03610944911555442,0.02930783242258652,0.0912568306010929,0.04717987902717508,0.03383966519212421,0.13852459016393442,0.05909149227378939,0.037088581820412,0.23743169398907105,0.07876231540051588,0.04026447432403482
beidian,lightccn_multi,,3,val-best-recall@20,220,derived_ef__softmax__global__L3__none,0.040983606557377046,0.030281985300546894,0.02659380692167577,0.057650273224043716,0.03706479575540888,0.030309653916211293,0.09262295081967213,0.048327157239007046,0.03492941712204008,0.14344262295081966,0.06114954018977036,0.03843441549127232,0.23469945355191257,0.07918740135323296,0.04130060341480969
beidian,lightccn_multi,,3,val-best-recall@20,170,stateful_ef__softmax__global__L3__ho_user,0.0407103825136612,0.029937214943404022,0.02622950819672131,0.05792349726775956,0.03694339407731189,0.030068306010928962,0.0912568306010929,0.047704112500834214,0.034498005030791916,0.1412568306010929,0.06030785718928349,0.03793921773547339,0.23879781420765028,0.07970490072220122,0.041072157525058335
beidian,lightccn_multi,,3,val-best-recall@20,220,stateful_e__softmax__global__L3__none,0.04234972677595628,0.03126756200526974,0.02745901639344262,0.058469945355191254,0.03777910897142589,0.030997267759562838,0.09344262295081968,0.04900399058821235,0.03557962529274005,0.14426229508196722,0.06178632382794006,0.039051915613067464,0.23524590163934425,0.079735360688384,0.041890627697179245
beidian,lightccn_multi,,3,test-frame,100,stateful_ef__softmax__global__L3__none__uiedge,0.0366120218579235,0.02688301609582393,,0.051092896174863386,0.032760378132087396,,0.08387978142076502,0.04334315450044723,,0.13387978142076504,0.05584734463516498,,0.22459016393442624,0.0737679304399021,
beidian,lightccn_multi,,3,test-frame,100,derived_ef__softmax__global__L3__none__uiedge,0.034972677595628415,0.025617734742389108,,0.05136612021857923,0.032306821411350634,,0.08442622950819673,0.04296892003605827,,0.13469945355191257,0.05558500194744202,,0.22486338797814207,0.07341557213281745,
beidian,lightccn_multi,,3,test-frame,65,stateful_e__softplus__global__L3__ho_user__uiedge,0.03961748633879782,0.02875981124512135,,0.057650273224043716,0.03616689876088047,,0.08579234972677596,0.04513960877094233,,0.13333333333333333,0.05707142181291465,,0.21639344262295082,0.07347791417251925,
beidian,lightccn_multi,,3,test-frame,80,stateful_e__softplus__global__L3__none__uiedge,0.03961748633879782,0.029420059407689714,,0.05491803278688524,0.035770172040294354,,0.08360655737704918,0.044919405897933536,,0.1273224043715847,0.05597988773732624,,0.20737704918032787,0.07183928690913362,
beidian,lightccn_multi,,3,test-frame,100,derived_ef__softmax__global__L3__ho_user__uiedge,0.03442622950819672,0.025594922795667857,,0.05437158469945355,0.03378978753929507,,0.09016393442622951,0.04531826838190923,,0.13797814207650272,0.05732586576710075,,0.23087431693989072,0.07576140446839237,
beidian,lightccn_multi,,3,test-frame,100,derived_e__softmax__global__L3__none__uiedge,0.03442622950819672,0.025523376482240828,,0.05191256830601093,0.03261130569963417,,0.08224043715846995,0.042321284072731745,,0.13333333333333333,0.05512633803069176,,0.21967213114754097,0.07218591273545208,
beidian,lightccn_multi,,3,test-frame,100,stateful_e__softmax__global__L3__none__uiedge,0.03524590163934426,0.025956024494535854,,0.051639344262295085,0.03266905856832735,,0.08442622950819673,0.04324617337059834,,0.13469945355191257,0.0558520005088054,,0.2262295081967213,0.07392751646925623,
beidian,lightccn_multi,,3,test-frame,100,stateful_e__softmax__global__L3__ho_user__uiedge,0.034972677595628415,0.026206436591530442,,0.05327868852459016,0.033707247893190025,,0.08989071038251366,0.045516429258787273,,0.13825136612021857,0.05765162686964301,,0.2319672131147541,0.07623058911732176,
beidian,lightccn_multi,,3,test-frame,100,stateful_ef__softmax__global__L3__ho_user__uiedge,0.03524590163934426,0.02621291719652657,,0.056010928961748634,0.034712900702685144,,0.09153005464480875,0.046046346304538875,,0.1366120218579235,0.05732472554511124,,0.2336065573770492,0.07656037493322494,
beidian,lightccn_multi,,3,test-frame,100,derived_e__softmax__global__L3__ho_user__uiedge,0.034972677595628415,0.02565998850409875,,0.05191256830601093,0.032548496447276185,,0.08633879781420765,0.043612911252371024,,0.1366120218579235,0.0562789288558113,,0.22377049180327868,0.07358034409099552,
beidian,lightccn_multi,,4,val-best-recall@20,270,derived_ef__softmax__global__L4__ho_user,0.0453551912568306,0.03288409432084357,0.028597449908925317,0.06092896174863388,0.039220167417613784,0.03206739526411657,0.0953551912568306,0.050326193706299455,0.03663728423974325,0.14562841530054646,0.06302871806803571,0.040121394670987374,0.2366120218579235,0.08110585942494782,0.04302921262767994
beidian,lightccn_multi,,4,val-best-recall@20,330,derived_e__softmax__global__L4__none,0.043989071038251365,0.03227258052498098,0.028233151183970854,0.06311475409836066,0.040078510589171924,0.032522768670309656,0.09562841530054644,0.05054508369993884,0.03681498829039812,0.14590163934426228,0.06315682699288046,0.04022143418885031,0.23743169398907105,0.08113347624377293,0.04303131573141047
beidian,lightccn_multi,,4,val-best-recall@20,110,derived_ef__softplus__global__L4__ho_user,0.04617486338797814,0.03612700968872022,0.032650273224043715,0.0633879781420765,0.04319305733470302,0.03655737704918033,0.09863387978142077,0.05449458737564184,0.041165105386416864,0.14972677595628414,0.06731029520932187,0.04462858693439062,0.23497267759562843,0.084153761128721,0.04730327762745983
beidian,lightccn_multi,,4,val-best-recall@20,160,stateful_e__softmax__global__L4__none,0.037431693989071035,0.027507491101678785,0.02408925318761384,0.056010928961748634,0.03514992099889877,0.028324225865209468,0.08825136612021858,0.04556105561163417,0.032611024373319454,0.13825136612021857,0.058111985681686074,0.03600691590699458,0.23633879781420766,0.07749307912673528,0.039086318582308356
beidian,lightccn_multi,,4,val-best-recall@20,180,stateful_ef__softmax__global__L4__none,0.04016393442622951,0.0285418021731074,0.02454462659380692,0.056557377049180325,0.03531470475897384,0.028315118397085608,0.08934426229508197,0.04583976552095231,0.032614819151704395,0.13989071038251366,0.05855048076423797,0.03606760742396813,0.23633879781420766,0.07759776067598051,0.0390882247164266
beidian,lightccn_multi,,4,val-best-recall@20,220,stateful_ef__softmax__global__L4__ho_user,0.04234972677595628,0.031052923064988667,0.027185792349726772,0.06120218579234973,0.03870526083120421,0.03136612021857923,0.09644808743169399,0.04989584817621821,0.03586672738312082,0.1453551912568306,0.06214164147396819,0.03916557719791999,0.23579234972677596,0.08017160328726095,0.04209211692821552
beidian,lightccn_multi,,4,val-best-recall@20,90,derived_ef__softplus__global__L4__none,0.03961748633879782,0.030327609193989406,0.027140255009107463,0.059562841530054644,0.038498526532786646,0.03164845173041895,0.09262295081967213,0.04900277745211169,0.035875618006765544,0.15027322404371585,0.06347089775126367,0.039787600815077595,0.2360655737704918,0.08042385559620438,0.04247839324359831
beidian,lightccn_multi,,4,val-best-recall@20,290,stateful_e__softmax__global__L4__ho_user,0.045081967213114756,0.03301422573770536,0.028870673952641163,0.06311475409836066,0.04030157622931463,0.03283242258652095,0.09699453551912568,0.051177090299133435,0.03727751756440281,0.1448087431693989,0.06327332600359573,0.04060311372132541,0.2371584699453552,0.08158673925641978,0.04353746345463257
beidian,lightccn_multi,,4,val-best-recall@20,340,derived_ef__softmax__global__L4__none,0.04562841530054645,0.03274100169398952,0.028324225865209468,0.062021857923497264,0.039406140958121075,0.03197176684881603,0.09344262295081968,0.049588838528901995,0.036185488767455976,0.14426229508196722,0.06248642054272525,0.03975047736207204,0.23469945355191257,0.08036890205458491,0.04259477892586816
beidian,lightccn_multi,,4,val-best-recall@20,290,derived_e__softmax__global__L4__ho_user,0.04426229508196721,0.03284184055913393,0.028916211293260472,0.059562841530054644,0.0390722161675887,0.03233151183970857,0.09644808743169399,0.05106498333912634,0.037319151704397605,0.14453551912568305,0.06314522655779711,0.0405928636155632,0.23633879781420766,0.08137921597259007,0.04352607935086159
beidian,lightgcn_cc,,3,test-frame,300,beidian__lightgcn_cc__L3,0.03879781420765027,0.02876629185011748,0.025318761384335153,0.057103825136612024,0.036314997961437015,0.029512750455373403,0.09180327868852459,0.047484715404283735,0.034092505854800934,0.142896174863388,0.0603241105274457,0.03757435549608696,0.22704918032786886,0.07697144040446299,0.040223899710675845
beidian,lightgcn_cc,,3,val-best-recall@20,320,beidian__lightgcn_cc__L3,0.0407103825136612,0.030649567604411024,0.027185792349726776,0.057103825136612024,0.037386549083032496,0.030915300546448088,0.09316939890710382,0.04896293411328204,0.03564207650273224,0.14508196721311475,0.0619717391471284,0.039150283330135385,0.23060109289617486,0.07876507409865557,0.04177210908419354
beidian,lightgcn_cc,,4,test-frame,430,beidian__lightgcn_cc__L4,0.04289617486338798,0.03138784268540254,0.02741347905282331,0.05628415300546448,0.0368543884708192,0.030418943533697635,0.09371584699453551,0.04889006555749528,0.035345433255269315,0.14453551912568305,0.061651000541623334,0.03880388947152257,0.23333333333333334,0.07921551451804061,0.04160257331781072
beidian,lightgcn_cc,,4,val-best-recall@20,340,beidian__lightgcn_cc__L4,0.040437158469945354,0.029764829764832582,0.02609289617486339,0.056010928961748634,0.03617274507609272,0.0296448087431694,0.09153005464480875,0.04764650184466021,0.03437028363257871,0.14398907103825137,0.060887022800487606,0.03799036429498795,0.23087431693989072,0.07803865796668571,0.040705510673246834
beidian,mf,,,test-frame,140,mf__beidian,0.024863387978142075,0.018862050094652832,,0.036885245901639344,0.023824055843322218,,0.05983606557377049,0.03122788210653088,,0.09480874316939891,0.040043810330439265,,0.16530054644808742,0.05399264088821605,
beidian,mf,,,test-frame,140,mf__beidian,0.024863387978142075,0.018862050094652832,,0.036885245901639344,0.023824055843322218,,0.05983606557377049,0.03122788210653088,,0.09480874316939891,0.040043810330439265,,0.16530054644808742,0.05399264088821605,
beidian,mf,,,test-frame,160,mf__beidian,0.02540983606557377,0.01920033984679957,,0.03770491803278689,0.024291990488614388,,0.05819672131147541,0.030948293764905824,,0.09508196721311475,0.04030844220865514,,0.16420765027322404,0.05396496674176999,
beidian,mf,,3,val-best-recall@20,90,base__beidian__mf__L3__val,0.02459016393442623,0.018962888959797242,0.01703096539162113,0.03333333333333333,0.02257270893177634,0.019039162112932606,0.05737704918032787,0.030092344308352812,0.021996703963917077,0.09344262295081968,0.03919661130404651,0.024486126515195692,0.1598360655737705,0.05238929079840203,0.026612342475115305
beidian,mf,,3,test-frame,160,base__beidian__mf__L3__tst,0.02540983606557377,0.01920033984679957,0.017076502732240435,0.03770491803278689,0.024291990488614388,0.019918032786885247,0.05819672131147541,0.030948293764905824,0.022680414606644113,0.09508196721311475,0.040308241802803346,0.02526738930919132,0.16420765027322404,0.053964717706403396,0.027436415353953757
beidian,ngcf,,,test-frame,80,ngcf__beidian,0.022950819672131147,0.016425845647931463,,0.03415300546448088,0.021022864121994563,,0.05874316939890711,0.02908669005505131,,0.09316939890710382,0.03774640112785238,,0.16065573770491803,0.05104841064321998,
beidian,ngcf,,,test-frame,80,ngcf__beidian,0.023497267759562842,0.01637374114949282,,0.03360655737704918,0.02050007486063418,,0.05983606557377049,0.029000719641544662,,0.09344262295081968,0.03745668193406818,,0.16174863387978142,0.05093681414131027,
beidian,ngcf,,,val-best-recall@20,160,bt__beidian__ngcf__lr1e-4_reg1e-4__val,0.021584699453551914,0.015950943873926794,0.014025500910746811,0.03169398907103825,0.020053330180238176,0.016265938069216758,0.05218579234972678,0.026739788619869045,0.019062039205481825,0.09289617486338798,0.03690215440014509,0.021781708852840153,0.16530054644808742,0.05118039324678083,0.024038427819658037
beidian,ngcf,,,val-best-recall@20,80,bt__beidian__ngcf__lr1e-3_reg1e-4__val,0.020491803278688523,0.01567771983021095,0.014025500910746813,0.03224043715846994,0.020498106983319928,0.01668943533697632,0.06092896174863388,0.02965442414044268,0.02039877699713765,0.09508196721311475,0.038233041734158445,0.022721137441389434,0.16366120218579236,0.051782356031651294,0.024868928553337426
beidian,ngcf,,,val-best-recall@20,80,bt__beidian__ngcf__lr1e-3_reg1e-5__val,0.020491803278688523,0.01510197919106187,0.013251366120218579,0.03306010928961749,0.020203537701872238,0.01603825136612022,0.057103825136612024,0.027850382250995336,0.019118527192297684,0.09644808743169399,0.03775681273370905,0.021818528248703856,0.1650273224043716,0.051284598912922204,0.02395789690406232
beidian,ngcf,,,val-best-recall@20,140,bt__beidian__ngcf__lr5e-4_reg1e-4__val,0.023770491803278688,0.01623064852263877,0.01366120218579235,0.03442622950819672,0.020580350912826006,0.016051912568306008,0.0633879781420765,0.029920091459709707,0.019893637782982046,0.1005464480874317,0.03928367961201378,0.022448633410637926,0.1650273224043716,0.05205855643618009,0.024490484481881947
beidian,ngcf,,,val-best-recall@20,160,bt__beidian__ngcf__lr1e-4_reg1e-5__val,0.021584699453551914,0.015986717030640307,0.014071038251366118,0.03278688524590164,0.020511893290213485,0.016530054644808743,0.05191256830601093,0.026742170017348577,0.019128393616098534,0.09316939890710382,0.037026741906095666,0.021873812145154072,0.16475409836065574,0.05115450441257579,0.024112041591090518
beidian,ngcf,,,val-best-recall@20,140,bt__beidian__ngcf__lr5e-4_reg1e-5__val,0.022404371584699455,0.015648427278493564,0.013342440801457193,0.036065573770491806,0.021268565361885615,0.01645719489981785,0.06420765027322405,0.030341995363147623,0.02018659467429959,0.10218579234972677,0.039897019026279144,0.022785605677329016,0.16420765027322404,0.0521035069670791,0.02470219548769429
beidian,ngcf,,,val-best-recall@20,290,bt2__beidian__ngcf__lr5e-4_reg1e-5__val,0.03551912568306011,0.02571857360753352,0.022358834244080146,0.051092896174863386,0.032186357430868597,0.02597905282331512,0.08306010928961749,0.04234048310963767,0.03006483649926273,0.12595628415300547,0.053039944421842816,0.03292377209204596,0.20245901639344263,0.06807464656697672,0.035276537403515246
beidian,ngcf,,,val-best-recall@20,580,bt2__beidian__ngcf__lr1e-4_reg1e-4__val,0.032513661202185795,0.023864590404957357,0.020901639344262295,0.04644808743169399,0.029542531167004917,0.024016393442622953,0.07295081967213114,0.03808108159988305,0.027522660248070083,0.12049180327868853,0.050032842241614243,0.03076695652302793,0.19754098360655736,0.06530660920109849,0.033212008614047
beidian,ngcf,,,val-best-recall@20,180,bt2__beidian__ngcf__lr1e-3_reg1e-5__val,0.03278688524590164,0.02464848937939139,0.02185792349726776,0.04972677595628415,0.03154897102498381,0.025642076502732238,0.08114754098360656,0.0415444524195932,0.02967104692514529,0.1226775956284153,0.05190747030975199,0.03244393766947439,0.19672131147540983,0.06653552510650446,0.03476863016569783
beidian,ngcf,,,val-best-recall@20,290,bt2__beidian__ngcf__lr5e-4_reg1e-4__val,0.03579234972677595,0.025747866159250905,0.022313296903460834,0.05136612021857923,0.03225157108983094,0.025974499089253186,0.0825136612021858,0.04217762776686744,0.02998633879781421,0.12595628415300547,0.05302814508001795,0.032893644651593945,0.20382513661202187,0.0683132951973568,0.03527914160799029
beidian,ngcf,,,val-best-recall@20,190,bt2__beidian__ngcf__lr1e-3_reg1e-4__val,0.03114754098360656,0.023656432069672412,0.021083788706739524,0.04890710382513661,0.030933874692286114,0.025100182149362476,0.07923497267759563,0.04072579516394604,0.029130236794171222,0.12377049180327869,0.05189141942196648,0.03214559676269188,0.1959016393442623,0.06611574534415385,0.03439309064230869
beidian,ngcf,,,val-best-recall@20,580,bt2__beidian__ngcf__lr1e-4_reg1e-5__val,0.032513661202185795,0.023864590404957357,0.020901639344262295,0.04644808743169399,0.029542531167004917,0.02401639344262295,0.07349726775956285,0.03820615386089221,0.027543694162546623,0.12021857923497267,0.04993925454639587,0.03072155551828698,0.19754098360655736,0.06527493410945714,0.03317977694903376
beidian,ngcf,,,test-frame,300,ngcf__beidian,0.024316939890710383,0.01834489455893852,,0.03469945355191257,0.022541004651150366,,0.0546448087431694,0.02892370835245782,,0.08961748633879782,0.037712939541032275,,0.16065573770491803,0.051645202137855624,
beidian,ngcf,,,test-frame,90,ngcf__beidian,0.019398907103825136,0.014246533903200817,,0.031420765027322405,0.019196565949455218,,0.050546448087431695,0.02534848348488299,,0.0866120218579235,0.03436191304021647,,0.1551912568306011,0.047957853594904606,
beidian,ngcf,,3,test-frame,70,base__beidian__ngcf__L3__tst,0.019398907103825136,0.015059725429352229,0.013570127504553733,0.02841530054644809,0.018763269187231788,0.015619307832422588,0.051092896174863386,0.02606452111699878,0.018614146933819065,0.08579234972677596,0.03479414712313117,0.02098767402864495,0.16666666666666666,0.05071504085200398,0.023489165824587523
beidian,ngcf,,3,val-best-recall@20,20,base__beidian__ngcf__L3__val,0.018852459016393444,0.014038375567915866,0.012386156648451729,0.028688524590163935,0.018059011790741774,0.014599271402550093,0.050546448087431695,0.025108707666053116,0.017499024199843873,0.0866120218579235,0.034132714416904485,0.01992487636888236,0.15437158469945356,0.047414813040007886,0.021990797360019996
beidian,simgcl,,,test-frame,150,simgcl__beidian,0.03469945355191257,0.026508953186963675,,0.04890710382513661,0.03231653884215665,,0.06994535519125683,0.03895864257353449,,0.10300546448087432,0.047313066594618175,,0.1540983606557377,0.057320483239688545,
beidian,simgcl,,,test-frame,120,simgcl__beidian,0.036885245901639344,0.02804745858411435,,0.05027322404371585,0.03349005696470103,,0.07622950819672131,0.04171794621338839,,0.1051912568306011,0.0490060489706147,,0.1592896174863388,0.059741116534425744,
beidian,simgcl,,,val-best-recall@20,370,bt2__beidian__simgcl__lam2__val,0.020491803278688523,0.014822274542349894,0.012887067395264113,0.02841530054644809,0.01810302834696766,0.01471766848816029,0.04207650273224044,0.022487862640863044,0.016508803885853063,0.06229508196721312,0.027531005909678538,0.017857736579758608,0.09726775956284153,0.034360208635578815,0.018906575980088044
beidian,simgcl,,,val-best-recall@20,90,bt2__beidian__simgcl__lam02__val,0.038524590163934426,0.029982838836846534,0.027049180327868853,0.05983606557377049,0.038718164724465966,0.03187158469945355,0.09453551912568306,0.049856103048256994,0.03642130713852025,0.13688524590163934,0.06049326322391153,0.039304002072298776,0.20737704918032787,0.07450179570197012,0.04156279018908369
beidian,simgcl,,,val-best-recall@20,90,bt2__beidian__simgcl__lam01__val,0.043989071038251365,0.03523916137587853,0.03224043715846994,0.06475409836065574,0.04370322377479213,0.036885245901639344,0.0994535519125683,0.05489303945205489,0.04148495099314771,0.1505464480874317,0.06772485209135279,0.04496114813372972,0.22513661202185792,0.08254803917126946,0.04735265681908969
