dataset,method,tau,layers,selection,best_epoch,label,recall@3,ndcg@3,arhr@3,recall@5,ndcg@5,arhr@5,recall@10,ndcg@10,arhr@10,recall@20,ndcg@20,arhr@20,recall@50,ndcg@50,arhr@50
beidian,simgcl,,,val-best-recall@20,260,bt2__beidian__simgcl__lam1__val,0.029234972677595627,0.02195850270394256,0.01944444444444444,0.03907103825136612,0.025991112629183452,0.021671220400728598,0.056557377049180325,0.03147304981789446,0.023833376702229164,0.0825136612021858,0.038045768665452576,0.02564356266720754,0.12377049180327869,0.04622618441226939,0.026953749422844654
beidian,simgcl,,,val-best-recall@20,160,bt2__beidian__simgcl__lam05__val,0.03469945355191257,0.026460218820257904,0.023633879781420765,0.04726775956284153,0.031573751033483255,0.026434426229508198,0.07431693989071038,0.04028360770714333,0.030006939023332464,0.10491803278688525,0.047927979331239816,0.032056414180868575,0.1581967213114754,0.05840852568689287,0.03369991234172578
beidian,simgcl,,3,test-frame,200,base__beidian__simgcl__L3__tst,0.03469945355191257,0.026193475381538187,0.0232695810564663,0.048087431693989074,0.031671994869369835,0.02628870673952641,0.07213114754098361,0.0394035455389636,0.02945496140168271,0.10191256830601093,0.046827588448768505,0.03143998016806092,0.15710382513661203,0.05766253941869359,0.03312992632220022
beidian,simgcl,,3,val-best-recall@20,180,base__beidian__simgcl__L3__val,0.03415300546448088,0.026092636516393777,0.02331511839708561,0.04972677595628415,0.032488578125238934,0.026853369763205827,0.07486338797814207,0.04046625014391519,0.03005789747593026,0.10382513661202186,0.047670082194785454,0.031973475604109264,0.16120218579234974,0.058928522236789536,0.033730821076987494
ciaodvd,LightCCN-full,5,1,val-best-recall@20,80,dro__ciaodvd__t5__sef.sm.B__L1__val,0.023112188623915723,0.020295114450905594,0.016331541223454694,0.03543176531718421,0.02519046720425994,0.019102990847033735,0.058458991920730036,0.03270505224958279,0.022100659242425675,0.08652811770411381,0.040149798489923595,0.02400407765775458,0.14493434204606678,0.05267667786142164,0.025856213444626706
ciaodvd,LightCCN-full,5,2,val-best-recall@20,140,dro__ciaodvd__t5__sef.sm.B__L2__val,0.027037363828594577,0.023018768571196793,0.018275089510424284,0.03913610315483276,0.02775170814931557,0.021032370380550017,0.06259672164618556,0.03540140713679889,0.024068444019870225,0.0973940195175442,0.04465057920865302,0.026427767166697785,0.15333792186529466,0.05660935788791331,0.0281459622081523
ciaodvd,LightCCN-full,5,3,val-best-recall@20,170,dro__ciaodvd__t5__sef.sm.B__L3__val,0.02849310003670527,0.023948717759712114,0.01891924281313919,0.040217546321410516,0.028435043826701766,0.021565403205538,0.06488659674737174,0.036614609421322684,0.024772797419160747,0.096752089927407,0.04512355601458495,0.02695223784965153,0.16141496456727852,0.058852236794989805,0.028971688141243554
ciaodvd,LightCCN-full,5,4,val-best-recall@20,170,dro__ciaodvd__t5__sef.sm.B__L4__val,0.029468932723230024,0.02398411715813953,0.018672712708300652,0.04032049484655288,0.028302661611807698,0.02114847300184593,0.0650742262217227,0.036449823123706517,0.024427867363260816,0.1004262003111988,0.04596588031732094,0.026848854846210347,0.16590667483701457,0.0597498059207498,0.02889862906534422
ciaodvd,LightCCN-full,5,5,val-best-recall@20,210,dro__ciaodvd__t5__sef.sm.B__L5__val,0.029756396319151335,0.024275829803879902,0.019148136322463195,0.04123348259049404,0.02896306605541327,0.021765180257864714,0.06666031297431205,0.03728413134977844,0.025044878888040432,0.10229042334334014,0.04685801915537284,0.027494968429163054,0.1703620477845485,0.061171985618872944,0.02958381724279791
ciaodvd,LightCCN-full,5,6,val-best-recall@20,220,dro__ciaodvd__t5__sef.sm.B__L6__val,0.02886130439953089,0.023494759666967797,0.01827939192812969,0.04085382744252928,0.028320374359685183,0.021032355688505765,0.06602138549395205,0.03662096547235219,0.02432324397813665,0.1036202465246288,0.04663733166642055,0.026904905693490116,0.17203143799283832,0.06111058997530965,0.02902617508674655
ciaodvd,LightCCN-prop,5,3,val-best-recall@20,130,dro__ciaodvd__t5__sef.sm__L3__val,0.025050886837129156,0.021717189077555023,0.017311066766770862,0.03892517418014815,0.027205049355183985,0.02046011330880011,0.06310708637363872,0.03515077583536441,0.023670541863399817,0.09726983944792635,0.04424488985245808,0.026046887944079646,0.16048070755763802,0.0577449362882096,0.027979513099115328
ciaodvd,LightGCN,,1,val-best-recall@20,80,dro__ciaodvd__lightgcn__L1__val,0.022607651941572424,0.01961786704459759,0.015820212752234716,0.03443943260843359,0.024379933816451885,0.01846927455929251,0.05552276504220589,0.03126149906581923,0.021227009632810444,0.08640058332495935,0.039476760274526644,0.023315083707571873,0.14633733702528814,0.05230154006606958,0.025218034073091127
ciaodvd,LightGCN,,1,val-best-recall@20,80,lightgcn__L1,0.022607651941572424,0.01961786704459759,0.015820212752234716,0.03443943260843359,0.024379933816451885,0.01846927455929251,0.05552276504220589,0.03126361349959424,0.021228804410724625,0.08640058332495935,0.039476844324084125,0.023315381957431144,0.14633733702528814,0.05230137541183484,0.025218203227735252
ciaodvd,LightGCN,,2,val-best-recall@20,130,dro__ciaodvd__lightgcn__L2__val,0.025233444005108054,0.0211353132362722,0.016849359944030938,0.03691033122930463,0.025837591512366614,0.01949896210382388,0.0615013581214914,0.03398563015523096,0.02274848497496879,0.09611939562301403,0.043246248528216374,0.025096347540966894,0.15872462949838212,0.056620942902143014,0.0270540968549225
ciaodvd,LightGCN,,2,val-best-recall@20,130,lightgcn__L2,0.025233444005108054,0.0211353132362722,0.016849359944030938,0.03691033122930463,0.025837591512366614,0.01949896210382388,0.0615013581214914,0.03398345393314115,0.022746391067402245,0.09611939562301403,0.04324526642027424,0.02509518322238207,0.15872462949838212,0.056620214505155024,0.027053052579955644
ciaodvd,LightGCN,,3,test-frame,100,lightgcn__L3,0.026755881821145775,0.02231591327395319,,0.043968427528893836,0.029342467411868342,,0.06908286206066995,0.037598043048623624,,0.10695394462523639,0.04759159200047267,,0.17587755169459895,0.062297876546544624,
ciaodvd,LightGCN,,3,val-best-recall@20,90,dro__ciaodvd__lightgcn__L3__val,0.02450132438347954,0.019586426227910472,0.015050855150518816,0.03702362940023619,0.024531135917515753,0.017852394769701192,0.06328979015730585,0.03337598376451507,0.02135114411650069,0.09709768425777222,0.042317730122971374,0.02365939954784821,0.16187153099145055,0.05605990711695991,0.025642073720338394
ciaodvd,LightGCN,,3,val-best-recall@20,90,lightgcn__L3,0.02450132438347954,0.019586426227910472,0.015050855150518816,0.03702362940023619,0.024531135917515753,0.017852394769701192,0.06329158493522004,0.03338557532010062,0.021351323594292107,0.09709768425777222,0.042318610760018346,0.02365990854814437,0.16187153099145055,0.056060267276902824,0.025642323045603727
ciaodvd,LightGCN,,4,val-best-recall@20,130,dro__ciaodvd__lightgcn__L4__val,0.0266179065972742,0.02180930837266471,0.01703536739105117,0.039534918250618896,0.02700444583204141,0.0199892098847933,0.06483196382178588,0.035505806739593485,0.023387049713930814,0.1010026040408168,0.04509329387200703,0.025863060381516617,0.16806329815690987,0.059310419400872595,0.027943906081121437
ciaodvd,LightGCN,,4,val-best-recall@20,130,lightgcn__L4,0.0266179065972742,0.02180930837266471,0.01703536739105117,0.039534918250618896,0.02700444583204141,0.0199892098847933,0.06483196382178588,0.035505806739593485,0.023387049713930814,0.1010402943770146,0.04510671934783882,0.025864976070785018,0.16821405950170107,0.05933783219768273,0.027947309562454337
ciaodvd,LightGCN,,5,val-best-recall@20,90,dro__ciaodvd__lightgcn__L5__val,0.024145607383125146,0.019440983216590442,0.015073256986450198,0.035803494771332135,0.0241180020691615,0.01767011900907418,0.05978775551710633,0.032124371451390174,0.020882134374388666,0.09579914571143866,0.04175007898759173,0.023376785387560564,0.16019329683625882,0.055405855800117816,0.02536857590303483
ciaodvd,LightGCN,,6,val-best-recall@20,140,dro__ciaodvd__lightgcn__L6__val,0.02582791012419081,0.021797581857479514,0.01728860433285701,0.0401012465638172,0.027467132386552393,0.0204315836256433,0.06449043822860072,0.03560913672851629,0.02367398117736877,0.09958279611463552,0.04489509290150734,0.02607219658218157,0.16518465840679647,0.05889685653626899,0.028135237823417793
ciaodvd,arb,,,test-frame,171,arb__ciaodvd__sslrec_k5,,,,0.0232,0.016,,0.0388,0.0212,,0.0574,0.0263,,,,
ciaodvd,hccf,,,val-best-recall@20,770,hf__ciaodvd__hccf__A_hyp50__val,0.011914623607867374,0.009626599492603728,0.007331490552271056,0.01755723676970261,0.011854276234624856,0.008612988360792833,0.029539940824466152,0.01575932129551837,0.010159968161413077,0.04684262233904815,0.02040844279863546,0.011301669988725126,0.08076193008464637,0.027599185684690573,0.012357225715690864
ciaodvd,hccf,,,val-best-recall@20,40,hf__ciaodvd__hccf__A_kr0.25__val,0.0005779184883662495,0.0005625114176339019,0.0003919794964571084,0.0011411105938469123,0.0008062335213068955,0.0005200530076151967,0.0020456786625940855,0.0010740831638365884,0.00064314485956277,0.004005576144879628,0.0015955883804402453,0.0007870229636287936,0.010239729371261117,0.002910777548381703,0.0009670891756407156
ciaodvd,hccf,,,val-best-recall@20,100,hf__ciaodvd__hccf__Axav_kr0.75__val,0.01153995820684172,0.00981778696257429,0.007430447803690556,0.016798079833796165,0.011994879906679698,0.008657718069652758,0.031620567716244136,0.01690148131755309,0.010530917807819083,0.051064318935323864,0.022101416582715697,0.011810789589701763,0.09089514071891183,0.030617297332533815,0.013043174642659246
ciaodvd,hccf,,,val-best-recall@20,40,hf__ciaodvd__hccf__Axav_clw1e-2__val,0.01259976917413747,0.010477545057084064,0.007921956656884482,0.018280324953093653,0.01281724751238366,0.00921484435185984,0.03161090038454619,0.017198272414139352,0.01097712311339793,0.049141475428059765,0.021889153422927216,0.012149245956609564,0.08606282423513716,0.029794671159035273,0.013301122501960942
ciaodvd,hccf,,,test-frame,80,hf__ciaodvd__hccf__B__tst,0.00042554184345229123,0.0005257140489716201,0.0003039157268012989,0.0006530299440747202,0.0005888163872882395,0.0003607204477851244,0.0011471975685001465,0.0007225931191406991,0.00041932697169769386,0.002287409317062547,0.0010052976522668291,0.0004985147410238078,0.005978264070040893,0.001784219236971417,0.0006124986356465104
ciaodvd,hccf,,,val-best-recall@20,150,hf__ciaodvd__hccf__A_clw1e-4__val,0.003009603258359477,0.002647630207093654,0.002004407974557228,0.0045109349835718,0.0031799687604308615,0.0023307434688031705,0.007223313815353616,0.004033850096743415,0.0026729237949920247,0.012445742273874339,0.005414823047980507,0.0030266554974743257,0.026338063806620772,0.008357488075929955,0.003453104329872383
ciaodvd,hccf,,,test-frame,1170,hf__ciaodvd__hccf__A__tst,0.011078630132131433,0.009447408952597358,0.007504977375557216,0.01701386225980253,0.011803527477319518,0.00882790525436847,0.0306274591126564,0.016257695344278875,0.010640457142157523,0.05040080263940596,0.021577241416765734,0.011968774541178074,0.08852047978489117,0.029683904952981285,0.013141551656515288
ciaodvd,hccf,,,val-best-recall@20,530,hf__ciaodvd__hccf__A_clw1e-2__val,0.006854001234372106,0.0055382053783489885,0.004225568921031004,0.009995749889363371,0.006781799268224732,0.004905285899767592,0.01735712750412523,0.009160331958216713,0.005898724383403665,0.030114714564740117,0.012560507501818412,0.006761486315779716,0.05846483161013681,0.018518087343338836,0.00761945083882381
ciaodvd,hccf,,,val-best-recall@20,100,hf__ciaodvd__hccf__Axav__val,0.014185329435037829,0.012295997201761657,0.009746436985937251,0.020545886980579547,0.014798991294463701,0.011142399809986913,0.03416915909394987,0.019322906195051507,0.012922886677769583,0.055130537164641356,0.025050180019158715,0.014365744031607315,0.10048937073936175,0.0347199059192758,0.01578051506835246
ciaodvd,hccf,,,val-best-recall@20,500,hf__ciaodvd__hccf__A_hyp250__val,0.007611549260795104,0.006401764496547686,0.005083167020408666,0.010435048126143544,0.007508546218708714,0.005698333660963074,0.016234995806927683,0.009381757537871394,0.006457417266598235,0.026441877988080762,0.012150536699699323,0.007148024901052482,0.04863025997552803,0.016917220332887634,0.007837407382452328
ciaodvd,hccf,,,val-best-recall@20,150,hf__ciaodvd__hccf__Bxav__val,0.02022707370426352,0.017434596011677777,0.013386002692426102,0.029539892913591694,0.021131946481400904,0.01547762057898168,0.042678884692726064,0.025464537737380107,0.017237034929451257,0.06581298999143767,0.031649306522172085,0.018805971996908304,0.10804894696203034,0.040777541516128765,0.020102315304395865
ciaodvd,hccf,,,val-best-recall@20,120,hf__ciaodvd__hccf__A_L3__val,0.0014313952124897398,0.0011330278963976132,0.0007630199172487731,0.0019656147603368023,0.0013214328353767153,0.0008852677033511989,0.003263777625663847,0.0017365846621150362,0.0010575304875542818,0.005908832805987887,0.0024270866003425966,0.00122287248251659,0.011199614005271244,0.0035574274168644468,0.0013821539149038028
ciaodvd,hccf,,,val-best-recall@20,230,hf__ciaodvd__hccf__A_kr0.75__val,0.004717693399285439,0.004290069047024465,0.00316251833664769,0.007166043769956026,0.00518814197389469,0.0037021223955868913,0.012802953386965146,0.0070308050525267115,0.004475504078162682,0.022002858555556296,0.009463907431819954,0.005091209536130583,0.043603017615292464,0.014006252990008015,0.005759375238011316
ciaodvd,hccf,,,val-best-recall@20,80,hf__ciaodvd__hccf__Axav_clw1e-4__val,0.015405241150799956,0.013766126528118667,0.010590539350504344,0.021284043822908823,0.015826838851962916,0.011892336369171556,0.03613010695927775,0.020675626383838432,0.013815681283474247,0.05742609857982262,0.026360078571653102,0.015293453128716904,0.10277917936274283,0.03611725185619101,0.016724941092108116
ciaodvd,hccf,,,val-best-recall@20,90,hf__ciaodvd__hccf__B__val,0.00048129961065284445,0.000576723995067097,0.0002876829576663739,0.0005868325520066814,0.0005673293416578612,0.00031406619300483314,0.0013885000203408165,0.0008067324088409285,0.00042246579352715334,0.00354456672864633,0.0013570584947283563,0.0005644243842092669,0.006447244733088243,0.0019545431422957975,0.0006530475619038541
ciaodvd,hccf,,,val-best-recall@20,530,hf__ciaodvd__hccf__A__val,0.00674846829301827,0.005533573797770481,0.004190391273913058,0.010498287705334026,0.00698791637431131,0.005004537118421795,0.017055604814542838,0.009095020411443038,0.005887271706113509,0.03006446078314305,0.012549207243927335,0.006764802189595912,0.05817964411260986,0.01847561301113074,0.007620829145140823
ciaodvd,hccf,,,val-best-recall@20,90,hf__ciaodvd__hccf__Axav_hyp250__val,0.013312786178211524,0.011499723141589499,0.008662054288171996,0.018267635004611683,0.013402404057111376,0.009809609724510789,0.029469294623049806,0.01708415513484976,0.011285179727468843,0.04818727533231601,0.022147613957944748,0.012575810163901089,0.0889546887079622,0.030858730524178573,0.01383367241621874
ciaodvd,hccf,,,val-best-recall@20,110,hf__ciaodvd__hccf__Axav_hyp50__val,0.014335057281430636,0.012826607820983228,0.009959311263703507,0.023694926282407446,0.016554002442770402,0.012065218262926806,0.04131574500510856,0.022383491358027637,0.014366169167469712,0.06678766614391786,0.029283269649026576,0.016134892430463996,0.1147139458219087,0.039562743004466217,0.017624288486722938
ciaodvd,hccf,,,val-best-recall@20,160,hf__ciaodvd__hccf__Axav_kr0.25__val,0.021690312306593258,0.017435280480451384,0.01350799810193285,0.03219877745001774,0.0218033711264425,0.015872098014695687,0.051806148926594506,0.028239901557939096,0.01843178358622647,0.07543494335491464,0.03453752943350062,0.02002976760780005,0.12609465666031572,0.04540722654952454,0.021606696253497103
